Downloaded from wid.world on 04-06-2019 at 14:55:44
Albania;"sptinc_p50p60_992_j_AL
Pre-tax national income 
P50-60 | share | adults | equal split
";p50p60;2010;0.0877
Albania;"sptinc_p50p60_992_j_AL
Pre-tax national income 
P50-60 | share | adults | equal split
";p50p60;2011;0.0877
Albania;"sptinc_p50p60_992_j_AL
Pre-tax national income 
P50-60 | share | adults | equal split
";p50p60;2012;0.0878
Albania;"sptinc_p50p60_992_j_AL
Pre-tax national income 
P50-60 | share | adults | equal split
";p50p60;2013;
Albania;"sptinc_p50p60_992_j_AL
Pre-tax national income 
P50-60 | share | adults | equal split
";p50p60;2014;
Albania;"sptinc_p50p60_992_j_AL
Pre-tax national income 
P50-60 | share | adults | equal split
";p50p60;2015;
Albania;"sptinc_p60p70_992_j_AL
Pre-tax national income 
P60-70 | share | adults | equal split
";p60p70;2010;0.102
Albania;"sptinc_p60p70_992_j_AL
Pre-tax national income 
P60-70 | share | adults | equal split
";p60p70;2011;0.1021
Albania;"sptinc_p60p70_992_j_AL
Pre-tax national income 
P60-70 | share | adults | equal split
";p60p70;2012;0.1017
Albania;"sptinc_p60p70_992_j_AL
Pre-tax national income 
P60-70 | share | adults | equal split
";p60p70;2013;
Albania;"sptinc_p60p70_992_j_AL
Pre-tax national income 
P60-70 | share | adults | equal split
";p60p70;2014;
Albania;"sptinc_p60p70_992_j_AL
Pre-tax national income 
P60-70 | share | adults | equal split
";p60p70;2015;
Albania;"sptinc_p70p80_992_j_AL
Pre-tax national income 
P70-80 | share | adults | equal split
";p70p80;2010;0.1207
Albania;"sptinc_p70p80_992_j_AL
Pre-tax national income 
P70-80 | share | adults | equal split
";p70p80;2011;0.1207
Albania;"sptinc_p70p80_992_j_AL
Pre-tax national income 
P70-80 | share | adults | equal split
";p70p80;2012;0.1206
Albania;"sptinc_p70p80_992_j_AL
Pre-tax national income 
P70-80 | share | adults | equal split
";p70p80;2013;
Albania;"sptinc_p70p80_992_j_AL
Pre-tax national income 
P70-80 | share | adults | equal split
";p70p80;2014;
Albania;"sptinc_p70p80_992_j_AL
Pre-tax national income 
P70-80 | share | adults | equal split
";p70p80;2015;
Albania;"sptinc_p80p90_992_j_AL
Pre-tax national income 
P80-90 | share | adults | equal split
";p80p90;2010;0.1503
Albania;"sptinc_p80p90_992_j_AL
Pre-tax national income 
P80-90 | share | adults | equal split
";p80p90;2011;0.1508
Albania;"sptinc_p80p90_992_j_AL
Pre-tax national income 
P80-90 | share | adults | equal split
";p80p90;2012;0.1505
